request_symbol,name,previous_management_style,management_evidence_version,matched_catalog_series_ids,management_style,management_confidence,management_source,evidence,source_url,source_zip,ncen_accession_number,ncen_series_id,ncen_fund_name,ncen_is_etf,ncen_is_index,ncen_match_route,identity_name_similarity,review_note,changed_from_previous
MEAR,iShares Short Maturity Municipal Bond Active ETF,active_identified,management_style_evidence_1.1,S000047352,active_identified,medium,sec_ncen_c3,SEC N-CEN C.3 does not identify the series as an index fund; classification refined by transparent product-name evidence (strategy_name_identifies_active_management),https://www.sec.gov/Archives/edgar/data/1524513/000141036826001033/0001410368-26-001033-index.html,2026q1_ncen.zip,0001410368-26-001033,S000047352,iShares Short Maturity Municipal Bond Active ETF,Y,,series_id,1.0,,False
METV,Roundhill Ball Metaverse ETF,not_determined,management_style_evidence_1.1,,index_passive_identified,high,sec_ncen_c3,SEC N-CEN C.3 identifies the series as an index fund,https://www.sec.gov/Archives/edgar/data/1683471/000089418926007824/0000894189-26-007824-index.html,2026q1_ncen.zip,0000894189-26-007824,S000072321,Roundhill Ball Metaverse ETF,Y,Y,ticker,1.0,,True
MFDX,PIMCO RAFI Dynamic Multi-Factor International Equity ETF,systematic_or_rules_based,management_style_evidence_1.1,S000057224,index_passive_identified,high,sec_ncen_c3,SEC N-CEN C.3 identifies the series as an index fund,https://www.sec.gov/Archives/edgar/data/1479360/000147936025000551/0001479360-25-000551-index.html,2025q3_ncen.zip,0001479360-25-000551,S000057224,PIMCO RAFI Dynamic Multi-Factor International Equity ETF,Y,Y,series_id,1.0,,True
MFEM,PIMCO RAFI Dynamic Multi-Factor Emerging Markets Equity ETF,systematic_or_rules_based,management_style_evidence_1.1,S000057223,index_passive_identified,high,sec_ncen_c3,SEC N-CEN C.3 identifies the series as an index fund,https://www.sec.gov/Archives/edgar/data/1479360/000147936025000551/0001479360-25-000551-index.html,2025q3_ncen.zip,0001479360-25-000551,S000057223,PIMCO RAFI Dynamic Multi-Factor Emerging Markets Equity ETF,Y,Y,series_id,1.0,,True
MFLX,First Trust Flexible Municipal High Income ETF,not_determined,management_style_evidence_1.1,,non_index_management_identified,high,sec_ncen_c3,SEC N-CEN C.3 does not identify the series as an index fund; the filing alone does not distinguish discretionary from rules-based management,https://www.sec.gov/Archives/edgar/data/1667919/000094040025005820/0000940400-25-005820-index.html,2025q4_ncen.zip,0000940400-25-005820,S000053970,First Trust Flexible Municipal High Income ETF,Y,,ticker,1.0,,True
MFMS,MFAM Small-Cap Growth ETF,systematic_or_rules_based,management_style_evidence_1.1,S000063392,active_identified,high,primary_source_override,Issuer groups the small-cap growth strategy with its active funds and describes portfolio-manager security selection,https://fooletfs.com/active-strategy,,,,,,,manual_ticker_override,,Historical ticker/name identity for the strategy now represented by TMFS.,True
MFUL,Mindful Conservative ETF,not_determined,management_style_evidence_1.1,S000072879,non_index_management_identified,high,sec_ncen_c3,SEC N-CEN C.3 does not identify the series as an index fund; the filing alone does not distinguish discretionary from rules-based management,https://www.sec.gov/Archives/edgar/data/1719812/000175272424281965/0001752724-24-281965-index.html,2024q4_ncen.zip,0001752724-24-281965,S000072879,Mindful Conservative ETF,Y,,series_id,1.0,,True
MFUS,PIMCO RAFI Dynamic Multi-Factor U.S. Equity ETF,systematic_or_rules_based,management_style_evidence_1.1,S000057225,index_passive_identified,high,sec_ncen_c3,SEC N-CEN C.3 identifies the series as an index fund,https://www.sec.gov/Archives/edgar/data/1479360/000147936025000551/0001479360-25-000551-index.html,2025q3_ncen.zip,0001479360-25-000551,S000057225,PIMCO RAFI Dynamic Multi-Factor U.S. Equity ETF,Y,Y,series_id,1.0,,True
MGC,Vanguard Morningstar Mega Cap ETF,index_passive_identified,management_style_evidence_1.1,S000019698,index_passive_identified,high,sec_ncen_c3,SEC N-CEN C.3 identifies the series as an index fund,https://www.sec.gov/Archives/edgar/data/52848/000005284825000301/0000052848-25-000301-index.html,2025q4_ncen.zip,0000052848-25-000301,S000019698,VANGUARD MEGA CAP INDEX FUND,Y,Y,series_id,0.6666666666666666,,False
MGK,Vanguard Morningstar Mega Cap Growth ETF,systematic_or_rules_based,management_style_evidence_1.1,S000019700,index_passive_identified,high,sec_ncen_c3,SEC N-CEN C.3 identifies the series as an index fund,https://www.sec.gov/Archives/edgar/data/52848/000005284825000314/0000052848-25-000314-index.html,2025q4_ncen.zip,0000052848-25-000314,S000019700,VANGUARD MEGA CAP GROWTH INDEX FUND,Y,Y,series_id,0.7333333333333333,,True
MGMT,Ballast Small/Mid Cap ETF,not_determined,management_style_evidence_1.1,S000070046,non_index_management_identified,high,sec_ncen_c3,SEC N-CEN C.3 does not identify the series as an index fund; the filing alone does not distinguish discretionary from rules-based management,https://www.sec.gov/Archives/edgar/data/1199046/000091047225005658/0000910472-25-005658-index.html,2025q4_ncen.zip,0000910472-25-005658,S000070046,BALLAST SMALL/MID CAP ETF,Y,,series_id,1.0,,True
MGV,Vanguard Morningstar Mega Cap Value ETF,systematic_or_rules_based,management_style_evidence_1.1,S000019699,index_passive_identified,high,sec_ncen_c3,SEC N-CEN C.3 identifies the series as an index fund,https://www.sec.gov/Archives/edgar/data/52848/000005284825000301/0000052848-25-000301-index.html,2025q4_ncen.zip,0000052848-25-000301,S000019699,VANGUARD MEGA CAP VALUE INDEX FUND,Y,Y,series_id,0.7241379310344828,,True
MID,American Century Mid Cap Growth Impact ETF,systematic_or_rules_based,management_style_evidence_1.1,S000068306,active_identified,high,primary_source_override,Issuer states that MID is actively managed and does not replicate an index,https://www.americancentury.com/advisors/investment-products/etfs/,,,,,,,manual_ticker_override,,,True
MIDE,Xtrackers S&P MidCap 400 Scored & Screened ETF,index_passive_identified,management_style_evidence_1.1,S000070348,index_passive_identified,high,sec_ncen_c3,SEC N-CEN C.3 identifies the series as an index fund,https://www.sec.gov/Archives/edgar/data/1503123/000094040025005824/0000940400-25-005824-index.html,2025q4_ncen.zip,0000940400-25-005824,S000070348,Xtrackers S&P MidCap 400 Scored & Screened ETF,Y,Y,series_id,1.0,,False
MIG,VanEck Moody's Analytics IG Corporate Bond ETF,not_determined,management_style_evidence_1.1,S000069556,index_passive_identified,high,sec_ncen_c3,SEC N-CEN C.3 identifies the series as an index fund,https://www.sec.gov/Archives/edgar/data/1137360/000175272425165267/0001752724-25-165267-index.html,2025q3_ncen.zip,0001752724-25-165267,S000069556,VanEck Moody's Analytics IG Corporate Bond ETF,Y,Y,series_id,1.0,,True
MILN,Global X Millennial Consumer ETF,not_determined,management_style_evidence_1.1,S000054163,index_passive_identified,high,sec_ncen_c3,SEC N-CEN C.3 identifies the series as an index fund,https://www.sec.gov/Archives/edgar/data/1432353/000204825126001908/0002048251-26-001908-index.html,2026q1_ncen.zip,0002048251-26-001908,S000054163,Global X Millennial Consumer ETF,Y,Y,series_id,1.0,,True
MINN,Mairs & Power Minnesota Municipal Bond ETF,not_determined,management_style_evidence_1.1,S000069483,non_index_management_identified,high,sec_ncen_c3,SEC N-CEN C.3 does not identify the series as an index fund; the filing alone does not distinguish discretionary from rules-based management,https://www.sec.gov/Archives/edgar/data/1141819/000089418926007726/0000894189-26-007726-index.html,2026q1_ncen.zip,0000894189-26-007726,S000069483,Mairs & Power Minnesota Municipal Bond ETF,Y,,series_id,1.0,,True
MINO,PIMCO Municipal Income Opportunities Active Exchange-Traded Fund,active_identified,management_style_evidence_1.1,S000072714,active_identified,medium,sec_ncen_c3,SEC N-CEN C.3 does not identify the series as an index fund; classification refined by transparent product-name evidence (strategy_name_identifies_active_management),https://www.sec.gov/Archives/edgar/data/1450011/000145001125000520/0001450011-25-000520-index.html,2025q3_ncen.zip,0001450011-25-000520,S000072714,PIMCO Municipal Income Opportunities Active Exchange-Traded Fund,Y,,series_id,1.0,,False
MINT,PIMCO Enhanced Short Maturity Active Exchange-Traded Fund,active_identified,management_style_evidence_1.1,S000026751,active_identified,medium,sec_ncen_c3,SEC N-CEN C.3 does not identify the series as an index fund; classification refined by transparent product-name evidence (strategy_name_identifies_active_management),https://www.sec.gov/Archives/edgar/data/1450011/000145001125000520/0001450011-25-000520-index.html,2025q3_ncen.zip,0001450011-25-000520,S000026751,PIMCO Enhanced Short Maturity Active Exchange-Traded Fund,Y,,series_id,1.0,,False
MJ,Amplify Alternative Harvest ETF,not_determined,management_style_evidence_1.1,,index_passive_identified,high,sec_ncen_c3,SEC N-CEN C.3 identifies the series as an index fund,https://www.sec.gov/Archives/edgar/data/1633061/000114554924078539/0001145549-24-078539-index.html,2024q4_ncen.zip,0001145549-24-078539,S000082272,Amplify Alternative Harvest ETF,Y,Y,ticker,1.0,,True
MLN,VanEck Long Muni ETF,not_determined,management_style_evidence_1.1,S000019191,index_passive_identified,high,sec_ncen_c3,SEC N-CEN C.3 identifies the series as an index fund,https://www.sec.gov/Archives/edgar/data/1137360/000175272425165267/0001752724-25-165267-index.html,2025q3_ncen.zip,0001752724-25-165267,S000019191,VanEck Long Muni ETF,Y,Y,series_id,1.0,,True
MLPA,Global X MLP ETF,not_determined,management_style_evidence_1.1,,index_passive_identified,high,sec_ncen_c3,SEC N-CEN C.3 identifies the series as an index fund,https://www.sec.gov/Archives/edgar/data/1432353/000204825126001908/0002048251-26-001908-index.html,2026q1_ncen.zip,0002048251-26-001908,S000033201,Global X MLP ETF,Y,Y,ticker,1.0,,True
MLPB,UBS ETRACS Alerian MLP Infrastructure Index ETN Series B,index_passive_identified,management_style_evidence_1.1,,not_applicable_security,high,primary_source_override,Issuer lists MLPB among its senior unsecured exchange-traded notes,https://etracs.ubs.com/,,,,,,,manual_ticker_override,,Debt instrument: ETF management-style taxonomy is not applicable.,True
MLPX,Global X MLP & Energy Infrastructure ETF,not_determined,management_style_evidence_1.1,,index_passive_identified,high,sec_ncen_c3,SEC N-CEN C.3 identifies the series as an index fund,https://www.sec.gov/Archives/edgar/data/1432353/000204825126001908/0002048251-26-001908-index.html,2026q1_ncen.zip,0002048251-26-001908,S000040076,Global X MLP & Energy Infrastructure ETF,Y,Y,ticker,1.0,,True
MMCA,NYLIM MacKay California Muni Intermediate ETF,not_determined,management_style_evidence_1.1,S000069622,non_index_management_identified,high,sec_ncen_c3,SEC N-CEN C.3 does not identify the series as an index fund; the filing alone does not distinguish discretionary from rules-based management,https://www.sec.gov/Archives/edgar/data/1426439/000175272425165944/0001752724-25-165944-index.html,2025q3_ncen.zip,0001752724-25-165944,S000069622,NYLI MacKay California Muni Intermediate ETF,Y,,series_id,0.9873417721518988,,True
MMIN,NYLIM MacKay Muni Insured ETF,not_determined,management_style_evidence_1.1,S000057660,non_index_management_identified,high,sec_ncen_c3,SEC N-CEN C.3 does not identify the series as an index fund; the filing alone does not distinguish discretionary from rules-based management,https://www.sec.gov/Archives/edgar/data/1426439/000175272425165944/0001752724-25-165944-index.html,2025q3_ncen.zip,0001752724-25-165944,S000057660,NYLI MacKay Muni Insured ETF,Y,,series_id,0.9795918367346939,,True
MMIT,NYLIM MacKay Muni Intermediate ETF,not_determined,management_style_evidence_1.1,S000057661,non_index_management_identified,high,sec_ncen_c3,SEC N-CEN C.3 does not identify the series as an index fund; the filing alone does not distinguish discretionary from rules-based management,https://www.sec.gov/Archives/edgar/data/1426439/000175272425165944/0001752724-25-165944-index.html,2025q3_ncen.zip,0001752724-25-165944,S000057661,NYLI MacKay Muni Intermediate ETF,Y,,series_id,0.9830508474576272,,True
MMSC,First Trust Multi-Manager Small Cap Opportunities ETF,not_determined,management_style_evidence_1.1,S000073489,non_index_management_identified,high,sec_ncen_c3,SEC N-CEN C.3 does not identify the series as an index fund; the filing alone does not distinguish discretionary from rules-based management,https://www.sec.gov/Archives/edgar/data/1667919/000094040025005820/0000940400-25-005820-index.html,2025q4_ncen.zip,0000940400-25-005820,S000073489,First Trust Multi-Manager Small Cap Opportunities ETF,Y,,series_id,1.0,,True
MMTM,State Street SPDR S&P 1500 Momentum Tilt ETF,systematic_or_rules_based,management_style_evidence_1.1,S000033832,index_passive_identified,high,sec_ncen_c3,SEC N-CEN C.3 identifies the series as an index fund,https://www.sec.gov/Archives/edgar/data/1064642/000141036826040180/0001410368-26-040180-index.html,2026q2_ncen.zip,0001410368-26-040180,S000033832,SPDR S&P 1500 Momentum Tilt ETF,Y,Y,series_id,0.6944444444444444,,True
MNA,NYLIM Merger Arbitrage ETF,active_identified,management_style_evidence_1.1,S000025931,index_passive_identified,high,sec_ncen_c3,SEC N-CEN C.3 identifies the series as an index fund,https://www.sec.gov/Archives/edgar/data/1415995/000175272425165942/0001752724-25-165942-index.html,2025q3_ncen.zip,0001752724-25-165942,S000025931,NYLI Merger Arbitrage ETF,Y,Y,series_id,0.9777777777777777,,True
MOAT,VanEck Morningstar Wide Moat ETF,systematic_or_rules_based,management_style_evidence_1.1,S000036713,index_passive_identified,high,sec_ncen_c3,SEC N-CEN C.3 identifies the series as an index fund,https://www.sec.gov/Archives/edgar/data/1137360/000141036825033784/0001410368-25-033784-index.html,2025q4_ncen.zip,0001410368-25-033784,S000036713,VanEck Morningstar Wide Moat ETF,Y,Y,series_id,1.0,,True
MOO,VanEck Agribusiness ETF,not_determined,management_style_evidence_1.1,S000018474,index_passive_identified,high,sec_ncen_c3,SEC N-CEN C.3 identifies the series as an index fund,https://www.sec.gov/Archives/edgar/data/1137360/000141036826024760/0001410368-26-024760-index.html,2026q1_ncen.zip,0001410368-26-024760,S000018474,VanEck Agribusiness ETF,Y,Y,series_id,1.0,,True
MORT,VanEck Mortgage REIT Income ETF,not_determined,management_style_evidence_1.1,S000033325,index_passive_identified,high,sec_ncen_c3,SEC N-CEN C.3 identifies the series as an index fund,https://www.sec.gov/Archives/edgar/data/1137360/000141036826024760/0001410368-26-024760-index.html,2026q1_ncen.zip,0001410368-26-024760,S000033325,VanEck Mortgage REIT Income ETF,Y,Y,series_id,1.0,,True
MOTG,VanEck Morningstar Global Wide Moat ETF,systematic_or_rules_based,management_style_evidence_1.1,,index_passive_identified,high,sec_ncen_c3,SEC N-CEN C.3 identifies the series as an index fund,https://www.sec.gov/Archives/edgar/data/1137360/000141036825033784/0001410368-25-033784-index.html,2025q4_ncen.zip,0001410368-25-033784,S000063090,VanEck Morningstar Global Wide Moat ETF,Y,Y,ticker,1.0,,True
MOTI,VanEck Morningstar International Moat ETF,index_passive_identified,management_style_evidence_1.1,S000049283,index_passive_identified,high,sec_ncen_c3,SEC N-CEN C.3 identifies the series as an index fund,https://www.sec.gov/Archives/edgar/data/1137360/000141036825033784/0001410368-25-033784-index.html,2025q4_ncen.zip,0001410368-25-033784,S000049283,VanEck Morningstar International Moat ETF,Y,Y,series_id,1.0,,False
MOTO,Guinness Atkinson Smart Transportation & Technology ETF,not_determined,management_style_evidence_1.1,S000065017,non_index_management_identified,high,sec_ncen_c3,SEC N-CEN C.3 does not identify the series as an index fund; the filing alone does not distinguish discretionary from rules-based management,https://www.sec.gov/Archives/edgar/data/919160/000139834426005280/0001398344-26-005280-index.html,2026q1_ncen.zip,0001398344-26-005280,S000065017,Guinness Atkinson Smart Transportation & Technology ETF,Y,,series_id,1.0,,True
